Age,Gender,Location_Type,Income_Level,Awareness_of_Mental_Health,Stigma_Level,Perception_of_Therapy,Need_for_Services,Common_Issue,Service_Type,Average_Cost_Per_Session,Affordability_Perception,Platform_Used,User_Satisfaction_Rating,Corporate_Wellness_Program,Government_Initiative_Awareness,NGO_Initiative_Participation,Projected_Market_Growth
37,Male,Urban,Middle,0,Moderate,Neutral,1,Anxiety,Online,2000,Affordable,No Platform Used,1,0,0,0,11.60462516
28,Male,Urban,Low,1,Moderate,Positive,1,Anxiety,Online,2000,Affordable,Wysa,5,0,0,0,9.395249114
34,Male,Rural,Low,1,Moderate,Positive,0,Other,Online,500,Expensive,No Platform Used,5,0,0,0,5.282116756
58,Male,Rural,Middle,1,Moderate,Neutral,0,Other,In-Person,1000,Affordable,No Platform Used,1,0,0,1,3.938392986
32,Other,Semi-Urban,Low,1,Moderate,Positive,1,Stress,Online,750,Expensive,No Platform Used,2,0,0,0,5.46585607
24,Female,Urban,Middle,1,Low,Positive,1,Other,Online,500,Expensive,Talkspace,5,0,1,1,5.969841244
62,Female,Rural,Low,1,High,Negative,1,Anxiety,In-Person,1000,Affordable,Talkspace,1,0,1,1,6.661425237
47,Female,Semi-Urban,Middle,1,Low,Neutral,1,Anxiety,Online,1000,Expensive,BetterHelp,3,0,1,0,6.396408326
60,Male,Semi-Urban,Low,1,High,Neutral,0,Stress,In-Person,750,Expensive,No Platform Used,4,0,0,0,9.110581376
32,Female,Urban,Middle,1,Moderate,Positive,1,Depression,Online,1500,Affordable,No Platform Used,4,0,0,0,6.386093547
58,Female,Urban,High,1,Moderate,Positive,0,Other,Online,500,Expensive,No Platform Used,3,0,1,0,5.603892475
47,Female,Rural,Middle,1,Low,Neutral,0,Stress,In-Person,1000,Expensive,Wysa,4,1,1,0,5.398169833
34,Male,Urban,Middle,0,Moderate,Positive,0,Stress,Online,1500,Expensive,No Platform Used,2,0,1,0,6.684978086
39,Male,Rural,Low,0,Moderate,Neutral,1,Stress,Online,2000,Expensive,Wysa,2,0,0,0,4.192722329
42,Female,Rural,Low,1,Moderate,Positive,1,Anxiety,Online,1500,Affordable,No Platform Used,2,0,0,0,11.19154909
59,Female,Rural,Middle,0,Moderate,Neutral,0,Anxiety,Online,1500,Expensive,BetterHelp,3,1,0,0,8.383986175
24,Male,Semi-Urban,Low,0,Moderate,Positive,1,Anxiety,Online,1500,Affordable,YourDost,3,1,0,1,5.562510496
19,Female,Urban,High,0,Moderate,Neutral,1,Stress,Online,2000,Affordable,Talkspace,3,1,1,0,6.860288516
32,Male,Rural,Middle,1,Moderate,Positive,0,Other,Online,500,Affordable,No Platform Used,2,0,0,0,2.643937522
50,Female,Urban,Low,0,Moderate,Negative,1,Stress,In-Person,2000,Affordable,Talkspace,1,0,0,1,5.911339131
43,Male,Urban,Middle,1,High,Positive,0,Stress,Online,500,Affordable,No Platform Used,1,1,1,0,6.773509665
46,Male,Urban,Middle,1,High,Neutral,0,Anxiety,Online,750,Expensive,No Platform Used,1,1,0,0,5.591718838
59,Female,Rural,High,1,Moderate,Positive,1,Depression,In-Person,500,Affordable,No Platform Used,1,1,1,0,9.953758094
42,Male,Semi-Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,1500,Affordable,No Platform Used,4,0,0,0,8.978412306
39,Male,Rural,Low,0,Moderate,Negative,0,Stress,Online,2000,Affordable,Wysa,1,0,1,1,3.240353057
18,Female,Semi-Urban,Middle,0,High,Negative,1,Anxiety,Online,500,Affordable,Wysa,2,0,0,0,8.162870028
26,Female,Urban,High,1,Low,Positive,0,Other,Online,2000,Expensive,YourDost,5,1,0,0,1.953209003
41,Male,Urban,High,1,Moderate,Positive,1,Depression,Online,1500,Expensive,No Platform Used,1,0,0,0,3.610819356
44,Female,Rural,Low,1,Low,Positive,1,Anxiety,Online,2000,Expensive,YourDost,5,0,0,0,9.348950046
52,Female,Urban,Middle,1,Moderate,Positive,0,Depression,Online,500,Expensive,YourDost,4,1,0,0,9.523132943
37,Male,Rural,Middle,1,High,Positive,1,Anxiety,Online,1000,Affordable,BetterHelp,3,0,0,1,4.683989413
55,Female,Urban,Low,1,Moderate,Positive,1,Other,Online,750,Affordable,Talkspace,5,0,1,0,6.54667702
27,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,1000,Expensive,No Platform Used,2,0,0,0,8.683207072
20,Male,Rural,Low,0,High,Positive,1,Stress,Online,1500,Affordable,YourDost,1,0,0,0,5.856424378
27,Female,Semi-Urban,Low,1,Moderate,Positive,1,Anxiety,Online,750,Expensive,No Platform Used,1,1,0,0,5.558481327
31,Male,Rural,Low,1,Moderate,Neutral,1,Depression,Online,750,Expensive,No Platform Used,5,1,1,0,4.25912018
32,Male,Semi-Urban,Middle,1,High,Neutral,1,Anxiety,Online,2000,Affordable,Talkspace,5,0,0,0,7.677405288
54,Male,Urban,Middle,1,High,Positive,1,Anxiety,In-Person,750,Expensive,YourDost,3,0,1,0,7.200010512
27,Male,Semi-Urban,Low,1,High,Neutral,1,Stress,Online,2000,Expensive,Talkspace,2,0,1,0,9.254170844
38,Male,Semi-Urban,Low,1,Moderate,Neutral,1,Stress,Online,1000,Expensive,No Platform Used,2,1,0,0,7.150127556
32,Female,Semi-Urban,Middle,1,Moderate,Positive,1,Stress,Online,500,Affordable,Talkspace,5,1,1,1,10.00472965
24,Female,Rural,Middle,0,Moderate,Neutral,1,Anxiety,In-Person,1500,Expensive,YourDost,5,0,0,0,9.467549289
32,Male,Urban,Middle,1,Low,Positive,1,Depression,Online,500,Expensive,Wysa,5,0,0,1,10.27058817
59,Female,Semi-Urban,Low,1,Moderate,Positive,1,Depression,Online,2000,Expensive,No Platform Used,1,0,1,0,5.106044771
19,Male,Semi-Urban,Low,1,High,Neutral,1,Stress,Online,750,Affordable,YourDost,2,0,0,0,5.465541829
62,Male,Semi-Urban,Middle,0,Moderate,Neutral,0,Anxiety,Online,500,Affordable,Talkspace,5,1,1,0,8.268157481
45,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Other,Online,750,Affordable,No Platform Used,5,0,1,0,5.333839132
28,Other,Rural,Middle,1,Moderate,Positive,0,Anxiety,In-Person,1000,Expensive,YourDost,2,0,0,0,4.018625655
60,Male,Urban,Middle,1,High,Neutral,1,Stress,Online,1500,Affordable,No Platform Used,4,0,0,0,8.618317397
47,Male,Urban,Middle,1,Moderate,Neutral,0,Stress,Online,1500,Expensive,BetterHelp,3,0,1,0,7.626813485
63,Female,Rural,Low,1,High,Negative,0,Anxiety,In-Person,2000,Affordable,No Platform Used,4,0,0,0,6.122203687
53,Male,Rural,Low,1,High,Positive,1,Depression,Online,1500,Expensive,No Platform Used,1,1,1,1,8.398875654
27,Female,Urban,Low,1,High,Positive,0,Depression,Online,1000,Affordable,BetterHelp,4,0,0,0,4.344188372
23,Female,Urban,Middle,1,Low,Positive,0,Anxiety,Online,1500,Affordable,No Platform Used,4,1,1,0,9.432358305
25,Female,Urban,Low,0,Moderate,Negative,1,Depression,Online,500,Expensive,Talkspace,5,0,0,0,6.106349768
51,Female,Semi-Urban,Low,1,High,Neutral,1,Other,Online,750,Expensive,Wysa,1,1,0,0,7.723348608
39,Female,Semi-Urban,Middle,1,High,Neutral,1,Other,In-Person,1000,Affordable,YourDost,4,1,1,0,7.131655611
23,Female,Rural,High,1,Moderate,Positive,1,Anxiety,Online,500,Expensive,No Platform Used,3,0,0,0,5.646664119
19,Male,Rural,Low,0,High,Positive,1,Anxiety,Online,1000,Expensive,Wysa,1,0,1,1,4.397343855
60,Female,Urban,Low,1,High,Negative,1,Anxiety,In-Person,750,Affordable,Wysa,2,0,0,0,6.752316994
58,Male,Urban,Low,1,High,Positive,0,Depression,In-Person,1500,Affordable,BetterHelp,2,0,1,1,3.598917229
24,Male,Semi-Urban,Middle,1,Low,Positive,0,Depression,Online,1000,Expensive,No Platform Used,1,0,0,1,4.764033627
62,Male,Urban,Low,1,High,Positive,0,Other,In-Person,1500,Expensive,YourDost,1,0,1,1,8.790345256
21,Female,Urban,Low,0,Moderate,Positive,1,Stress,Online,2000,Expensive,No Platform Used,2,1,1,0,10.37953544
44,Male,Urban,Low,1,High,Positive,1,Anxiety,In-Person,2000,Affordable,BetterHelp,4,0,0,0,10.00531012
58,Female,Semi-Urban,Middle,0,High,Negative,0,Stress,Online,2000,Expensive,No Platform Used,5,0,1,0,7.240927455
47,Male,Semi-Urban,High,0,High,Negative,1,Depression,Online,750,Expensive,Wysa,2,1,0,1,6.967617746
62,Female,Rural,Low,1,High,Positive,1,Depression,Online,1500,Affordable,Talkspace,5,0,1,1,5.577061696
45,Female,Urban,Middle,1,Low,Neutral,1,Anxiety,Online,1500,Affordable,Talkspace,4,1,0,0,9.456184053
30,Male,Rural,Middle,1,Low,Negative,1,Stress,Online,1500,Expensive,Talkspace,3,1,0,1,8.868008294
35,Female,Rural,Middle,0,Moderate,Neutral,0,Other,Online,1500,Affordable,No Platform Used,1,0,1,0,6.377276082
49,Female,Urban,Middle,0,High,Positive,0,Anxiety,In-Person,500,Expensive,Wysa,2,1,0,0,7.126336933
26,Male,Semi-Urban,High,0,Moderate,Neutral,1,Anxiety,Online,500,Affordable,Wysa,1,0,1,1,7.700182669
62,Male,Semi-Urban,Middle,1,Low,Positive,0,Anxiety,In-Person,500,Expensive,YourDost,1,0,1,0,4.644505243
39,Male,Urban,Low,0,Moderate,Positive,1,Anxiety,In-Person,1000,Affordable,Talkspace,2,0,1,0,7.33005397
36,Male,Urban,Low,1,Moderate,Positive,0,Anxiety,Online,1000,Affordable,Wysa,2,0,1,0,7.192199251
54,Male,Semi-Urban,Middle,1,Low,Negative,1,Depression,In-Person,1000,Expensive,No Platform Used,1,0,0,1,7.599784804
46,Male,Urban,High,1,Moderate,Neutral,0,Anxiety,Online,1000,Expensive,Wysa,5,1,1,0,6.141983363
45,Male,Urban,Middle,0,Low,Positive,1,Depression,In-Person,500,Expensive,No Platform Used,5,0,0,1,6.449056914
52,Female,Semi-Urban,Middle,1,High,Positive,0,Depression,In-Person,2000,Affordable,YourDost,4,1,1,0,8.858614487
32,Female,Urban,Low,0,Moderate,Positive,0,Anxiety,In-Person,500,Affordable,No Platform Used,5,0,0,1,4.521409633
61,Female,Semi-Urban,Low,0,High,Positive,1,Stress,Online,1000,Expensive,Talkspace,1,1,0,0,6.526538358
31,Female,Semi-Urban,Middle,0,High,Positive,1,Anxiety,Online,1000,Expensive,Wysa,4,0,0,0,7.974342039
29,Male,Semi-Urban,Low,1,Moderate,Positive,1,Stress,Online,1000,Affordable,No Platform Used,5,0,1,0,10.47983973
55,Male,Urban,Middle,0,High,Neutral,1,Stress,Online,1500,Expensive,Wysa,5,1,0,0,5.242913634
51,Female,Semi-Urban,Middle,0,Moderate,Positive,0,Anxiety,Online,2000,Expensive,YourDost,2,1,0,1,6.824642841
61,Female,Urban,Middle,1,Moderate,Positive,1,Depression,Online,750,Affordable,No Platform Used,3,0,0,1,7.696455729
58,Male,Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,500,Expensive,No Platform Used,1,0,1,0,10.31713364
55,Male,Urban,Middle,0,High,Positive,0,Anxiety,Online,500,Affordable,Talkspace,1,0,0,0,5.726354218
55,Male,Semi-Urban,Middle,1,Moderate,Positive,0,Depression,Online,2000,Affordable,BetterHelp,5,0,0,1,5.941684735
57,Male,Semi-Urban,Low,1,High,Positive,1,Anxiety,Online,1500,Affordable,Wysa,2,0,1,0,7.588792235
28,Male,Rural,Low,1,Moderate,Positive,1,Stress,In-Person,1500,Affordable,No Platform Used,4,0,1,0,3.281208966
47,Male,Urban,Middle,0,Low,Positive,0,Other,Online,500,Affordable,Wysa,1,0,0,0,8.051204968
32,Female,Urban,Low,1,Moderate,Neutral,1,Depression,In-Person,1000,Affordable,Wysa,1,0,0,0,7.130097008
18,Other,Urban,Low,1,Moderate,Neutral,1,Stress,In-Person,1500,Expensive,BetterHelp,4,0,1,0,7.734029453
38,Male,Rural,Middle,0,Moderate,Positive,0,Other,Online,1500,Expensive,No Platform Used,3,0,1,0,5.9944308
40,Male,Semi-Urban,High,1,Moderate,Neutral,1,Stress,Online,1500,Expensive,YourDost,4,1,1,0,9.287086554
61,Male,Urban,Middle,1,Moderate,Positive,0,Stress,Online,500,Expensive,BetterHelp,3,0,1,0,5.453399704
59,Male,Urban,Middle,0,Low,Positive,1,Depression,Online,2000,Expensive,Wysa,3,0,0,0,10.17939574
36,Female,Urban,Middle,0,Moderate,Positive,1,Depression,In-Person,1500,Expensive,YourDost,5,0,1,0,7.700077244
53,Female,Rural,Middle,1,High,Positive,1,Stress,Online,1500,Affordable,No Platform Used,2,0,0,0,7.313221322
53,Male,Urban,Middle,1,High,Neutral,1,Depression,Online,2000,Affordable,Talkspace,4,0,0,0,6.39139468
39,Male,Urban,Low,1,High,Positive,1,Anxiety,In-Person,500,Expensive,No Platform Used,1,0,0,0,8.820520246
38,Female,Semi-Urban,Low,0,Moderate,Neutral,1,Anxiety,In-Person,750,Expensive,YourDost,1,0,1,1,5.374812354
21,Female,Rural,Middle,1,Moderate,Positive,1,Depression,Online,2000,Affordable,Wysa,4,1,0,1,9.709485121
49,Male,Rural,Low,1,Moderate,Neutral,0,Anxiety,Online,2000,Expensive,Wysa,1,0,0,1,7.719468487
63,Male,Semi-Urban,Low,0,Low,Positive,1,Anxiety,Online,2000,Affordable,BetterHelp,2,1,0,1,9.417232321
49,Female,Urban,Middle,1,Moderate,Neutral,0,Anxiety,Online,1000,Expensive,BetterHelp,4,0,1,1,9.20266178
35,Male,Urban,Low,1,Moderate,Neutral,0,Depression,In-Person,750,Affordable,Wysa,1,1,1,1,8.747048633
44,Female,Urban,Low,1,Moderate,Positive,0,Anxiety,In-Person,2000,Expensive,YourDost,2,0,0,1,10.46967353
38,Male,Urban,Middle,0,Moderate,Negative,0,Anxiety,Online,500,Expensive,No Platform Used,1,0,1,0,6.499849081
41,Male,Rural,Low,1,Moderate,Positive,1,Depression,Online,500,Expensive,No Platform Used,2,0,0,0,10.55322025
57,Other,Rural,Middle,0,Moderate,Positive,0,Depression,Online,750,Expensive,Wysa,3,0,1,0,7.965819702
23,Female,Rural,Low,0,Moderate,Positive,1,Stress,Online,2000,Affordable,YourDost,1,1,0,0,11.76998516
22,Female,Rural,Middle,1,Low,Positive,1,Stress,In-Person,750,Affordable,YourDost,5,0,1,0,5.945336209
30,Female,Rural,Low,1,Moderate,Positive,0,Stress,In-Person,500,Affordable,No Platform Used,4,0,1,0,3.500964266
33,Male,Urban,Middle,0,High,Neutral,1,Anxiety,Online,750,Expensive,YourDost,4,0,1,0,9.381358403
64,Female,Rural,Middle,1,High,Positive,1,Anxiety,Online,500,Expensive,No Platform Used,1,0,1,1,8.501774597
61,Female,Semi-Urban,Middle,1,Moderate,Negative,0,Anxiety,Online,750,Affordable,No Platform Used,5,0,1,0,7.705041427
32,Female,Semi-Urban,High,1,High,Neutral,0,Anxiety,Online,1000,Expensive,Wysa,5,0,0,1,10.64240269
30,Male,Urban,Middle,1,Moderate,Positive,1,Other,Online,750,Affordable,YourDost,4,1,0,0,7.091205386
53,Male,Semi-Urban,Low,0,High,Negative,1,Stress,Online,1000,Expensive,YourDost,1,0,0,0,8.543428003
21,Male,Semi-Urban,High,1,High,Positive,1,Stress,Online,1000,Expensive,Wysa,2,1,1,0,4.471544781
22,Male,Urban,Low,1,Moderate,Positive,1,Stress,Online,1500,Expensive,No Platform Used,5,0,0,0,9.380303917
39,Male,Semi-Urban,Middle,1,Moderate,Neutral,0,Other,In-Person,500,Expensive,BetterHelp,5,1,1,0,6.673380518
19,Male,Urban,Low,1,High,Neutral,1,Stress,In-Person,1000,Expensive,Wysa,1,0,0,0,8.247901794
18,Male,Semi-Urban,Middle,1,Low,Negative,0,Anxiety,Online,1500,Affordable,BetterHelp,4,0,0,1,11.18515523
58,Female,Semi-Urban,Low,0,Moderate,Negative,1,Other,Online,2000,Expensive,No Platform Used,4,1,0,0,7.96186882
57,Male,Rural,Low,1,Moderate,Positive,1,Anxiety,Online,1500,Expensive,Talkspace,1,1,0,0,7.369872019
23,Male,Urban,High,1,Moderate,Positive,0,Depression,Online,1000,Expensive,No Platform Used,4,0,0,1,9.360761816
57,Female,Semi-Urban,Low,1,Low,Neutral,1,Stress,Online,1000,Affordable,Wysa,5,0,0,1,8.040243277
36,Female,Rural,Low,1,Moderate,Positive,1,Stress,Online,1500,Affordable,YourDost,5,0,0,0,6.943162453
41,Male,Urban,Middle,1,Moderate,Neutral,0,Anxiety,Online,750,Expensive,No Platform Used,3,0,0,1,5.399950563
45,Male,Urban,Middle,0,High,Positive,1,Depression,Online,750,Expensive,Wysa,3,0,1,0,6.965397479
44,Male,Rural,Middle,0,Moderate,Positive,0,Stress,Online,500,Affordable,YourDost,3,0,0,0,5.620914464
41,Male,Rural,Low,1,Moderate,Positive,0,Stress,In-Person,1500,Affordable,No Platform Used,2,0,1,0,5.676090299
48,Male,Urban,Low,1,High,Neutral,0,Depression,Online,2000,Affordable,No Platform Used,5,0,0,0,6.416135914
57,Male,Urban,Middle,0,High,Neutral,1,Stress,Online,750,Expensive,Talkspace,4,0,0,0,7.799619284
18,Female,Urban,Middle,1,Low,Positive,0,Stress,Online,1500,Affordable,Wysa,5,0,0,0,7.00844801
62,Male,Urban,Middle,1,Moderate,Negative,1,Anxiety,Online,1500,Affordable,YourDost,4,0,0,1,7.27997117
30,Male,Semi-Urban,Middle,1,Low,Positive,0,Depression,Online,1000,Affordable,No Platform Used,4,1,0,1,2.890256319
30,Male,Semi-Urban,Low,0,Low,Positive,1,Anxiety,In-Person,1000,Affordable,No Platform Used,5,1,0,1,4.837615559
20,Female,Semi-Urban,Low,1,Low,Positive,0,Anxiety,Online,1500,Affordable,Talkspace,3,0,0,1,6.546793951
39,Female,Urban,Middle,1,High,Neutral,0,Other,In-Person,2000,Affordable,BetterHelp,3,0,1,0,9.363560327
52,Male,Urban,Middle,1,High,Neutral,1,Stress,In-Person,1500,Affordable,Talkspace,2,1,1,0,5.559471995
33,Female,Urban,Middle,1,Moderate,Positive,1,Depression,Online,1000,Expensive,Talkspace,3,1,0,1,3.000839023
28,Female,Urban,Middle,1,Low,Positive,1,Anxiety,In-Person,1500,Expensive,YourDost,3,0,0,0,4.507605244
44,Male,Rural,Low,1,Low,Positive,0,Depression,Online,1000,Affordable,BetterHelp,2,0,1,0,8.709745149
30,Male,Urban,Middle,0,Moderate,Neutral,1,Anxiety,Online,750,Expensive,No Platform Used,2,0,0,0,10.05519559
32,Female,Urban,High,1,Low,Positive,1,Anxiety,In-Person,2000,Affordable,No Platform Used,3,0,1,1,5.301812378
23,Female,Rural,Middle,0,High,Positive,1,Stress,Online,1000,Expensive,Wysa,3,0,1,0,7.603331043
55,Male,Semi-Urban,Middle,1,High,Positive,1,Depression,Online,500,Expensive,Talkspace,4,0,0,0,8.69072461
25,Male,Urban,Low,1,High,Positive,1,Depression,Online,750,Expensive,Wysa,2,1,1,0,6.282392547
40,Female,Urban,High,1,Moderate,Neutral,1,Anxiety,Online,2000,Affordable,No Platform Used,3,0,0,1,8.259669497
38,Female,Urban,Low,0,Moderate,Positive,1,Anxiety,Online,2000,Expensive,No Platform Used,2,0,1,0,3.416945954
26,Female,Urban,High,0,Moderate,Neutral,1,Stress,In-Person,1500,Expensive,Wysa,4,0,1,0,5.403405388
63,Male,Semi-Urban,Middle,1,High,Positive,0,Anxiety,Online,1500,Affordable,Talkspace,5,1,0,0,5.955362508
19,Female,Semi-Urban,Middle,1,High,Positive,1,Anxiety,In-Person,750,Affordable,YourDost,1,0,0,0,1.921967325
33,Male,Urban,Middle,1,Moderate,Neutral,1,Other,Online,750,Expensive,No Platform Used,3,1,1,0,6.461538829
34,Female,Urban,Middle,1,Moderate,Neutral,1,Other,Online,1500,Expensive,Talkspace,4,1,0,0,6.533331166
52,Male,Urban,Low,1,Moderate,Neutral,0,Stress,Online,1000,Expensive,Talkspace,2,1,0,0,7.810697545
25,Male,Rural,Middle,0,Low,Neutral,1,Anxiety,In-Person,500,Expensive,YourDost,3,0,0,0,9.56130391
60,Male,Semi-Urban,Low,0,Low,Positive,1,Anxiety,Online,2000,Expensive,YourDost,2,0,0,0,6.580869653
60,Female,Urban,Low,1,Moderate,Neutral,1,Depression,Online,1000,Expensive,No Platform Used,5,0,0,0,8.456141636
38,Male,Urban,Middle,0,Moderate,Neutral,1,Depression,In-Person,2000,Affordable,YourDost,3,0,1,0,7.518901063
29,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Stress,Online,1500,Expensive,No Platform Used,1,1,0,0,9.489627003
34,Male,Urban,Middle,1,Low,Neutral,0,Stress,Online,500,Expensive,Wysa,2,0,0,0,8.998272507
22,Male,Urban,Low,0,Moderate,Positive,0,Depression,Online,2000,Expensive,BetterHelp,4,0,0,1,8.947110873
46,Female,Semi-Urban,Low,1,Low,Positive,1,Anxiety,Online,500,Affordable,Wysa,5,1,0,0,7.770104846
32,Female,Rural,Middle,0,High,Negative,1,Depression,Online,1500,Expensive,Wysa,1,1,1,1,7.756579544
19,Female,Semi-Urban,Middle,1,Moderate,Neutral,1,Stress,In-Person,2000,Affordable,No Platform Used,1,0,0,1,4.762705498
37,Male,Semi-Urban,Middle,0,Moderate,Neutral,1,Other,In-Person,1500,Expensive,BetterHelp,4,1,1,0,6.612495155
38,Male,Rural,High,1,Low,Neutral,1,Anxiety,In-Person,1000,Affordable,YourDost,1,1,1,0,8.39274376
62,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Depression,Online,500,Affordable,No Platform Used,2,0,1,0,4.561643185
38,Male,Urban,Middle,1,High,Positive,1,Stress,Online,1500,Expensive,BetterHelp,1,0,0,0,8.085385242
54,Male,Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,750,Affordable,No Platform Used,1,0,0,0,6.520102232
52,Male,Rural,High,0,Moderate,Neutral,1,Depression,Online,1500,Expensive,YourDost,4,0,0,0,7.968680025
61,Female,Semi-Urban,High,1,Low,Positive,0,Other,Online,2000,Expensive,Talkspace,4,0,1,1,7.538938288
55,Male,Urban,Low,0,Moderate,Positive,1,Other,In-Person,750,Affordable,YourDost,1,0,0,0,5.579750399
54,Female,Urban,Middle,0,Moderate,Positive,1,Depression,In-Person,1500,Expensive,No Platform Used,3,1,0,0,5.949168667
32,Male,Semi-Urban,Middle,1,High,Positive,1,Other,Online,750,Expensive,No Platform Used,5,1,0,0,7.086319999
61,Male,Urban,Low,0,High,Neutral,1,Stress,In-Person,1000,Affordable,BetterHelp,2,0,1,0,5.157443815
48,Male,Urban,Low,1,High,Neutral,0,Anxiety,In-Person,750,Expensive,YourDost,1,1,0,1,6.107880278
57,Female,Urban,Low,1,Moderate,Positive,1,Depression,Online,1000,Affordable,YourDost,4,0,1,1,2.957750652
64,Male,Urban,Middle,1,Moderate,Negative,1,Stress,Online,1000,Affordable,Talkspace,3,1,1,0,6.678371339
23,Male,Urban,Low,0,Low,Positive,0,Other,Online,750,Expensive,Talkspace,2,1,0,0,6.67713916
45,Male,Rural,Middle,1,High,Neutral,0,Depression,Online,500,Affordable,BetterHelp,3,0,0,0,5.212035877
48,Male,Semi-Urban,Middle,1,Moderate,Positive,1,Stress,Online,750,Affordable,BetterHelp,5,0,1,0,9.918679014
61,Female,Rural,Middle,1,Low,Positive,0,Anxiety,In-Person,750,Expensive,No Platform Used,5,0,1,0,5.368083816
41,Male,Urban,Low,1,Moderate,Positive,1,Anxiety,Online,500,Expensive,No Platform Used,5,0,1,1,9.793921602
33,Male,Urban,Middle,0,Moderate,Neutral,0,Depression,Online,2000,Expensive,No Platform Used,2,0,1,1,8.083783383
18,Female,Urban,Middle,0,Moderate,Neutral,0,Anxiety,Online,2000,Expensive,Wysa,5,0,1,0,7.941458379
39,Female,Rural,Middle,1,High,Positive,0,Anxiety,Online,1500,Affordable,Wysa,2,1,0,0,5.994982674
43,Female,Rural,High,1,High,Positive,0,Anxiety,Online,1000,Expensive,No Platform Used,1,1,0,1,4.79900707
55,Male,Semi-Urban,Middle,1,High,Positive,1,Stress,Online,750,Affordable,YourDost,3,1,1,1,7.819031705
39,Other,Semi-Urban,Middle,1,Low,Positive,0,Anxiety,Online,1500,Expensive,BetterHelp,1,1,0,1,9.441401828
54,Male,Urban,Low,1,High,Positive,1,Stress,Online,2000,Affordable,BetterHelp,3,0,1,0,6.324099874
49,Male,Semi-Urban,Middle,1,Moderate,Negative,1,Anxiety,In-Person,1000,Affordable,Wysa,4,0,0,0,7.853391203
61,Female,Urban,Middle,1,Moderate,Neutral,1,Anxiety,Online,1500,Affordable,YourDost,3,0,0,0,7.358588953
23,Male,Urban,Middle,1,High,Negative,1,Stress,Online,1500,Affordable,BetterHelp,3,1,0,0,5.752002794
33,Female,Rural,High,1,Moderate,Neutral,0,Depression,In-Person,750,Expensive,YourDost,1,1,1,1,8.476952826
31,Male,Urban,Middle,1,Moderate,Neutral,0,Anxiety,Online,2000,Expensive,No Platform Used,4,0,1,0,3.8144616
45,Female,Urban,Middle,1,Low,Positive,0,Stress,Online,1500,Affordable,Talkspace,1,0,0,1,6.109721504
51,Male,Urban,Middle,0,Moderate,Positive,1,Depression,In-Person,500,Affordable,No Platform Used,2,1,0,0,5.350459558
57,Male,Semi-Urban,Low,1,Moderate,Positive,1,Stress,Online,1000,Expensive,No Platform Used,2,0,0,1,9.490371089
21,Female,Urban,High,1,High,Negative,0,Stress,Online,500,Affordable,BetterHelp,1,0,0,1,10.43782244
56,Female,Rural,Low,0,Moderate,Positive,0,Depression,In-Person,2000,Affordable,No Platform Used,1,0,1,0,7.193306262
26,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Anxiety,Online,2000,Affordable,BetterHelp,3,0,0,0,7.835353553
